Geneid	RS_ZFP821_WT_RNA_seq_rep1	RS_ZFP821_WT_RNA_seq_rep2	RS_ZFP821_KO_RNA_seq_rep1	RS_ZFP821_KO_RNA_seq_rep2
Septin3	7100	6582	5463	6267
Gm52180	85	68	36	33
1500009C09Rik	527	553	380	393
Cenpm	307	284	229	234
Tnfrsf13c	134	158	87	112
Shisa8	62	67	32	21
Mir33	0	0	0	0
Srebf2	6377	6462	3708	4060
Ccdc134	2958	2567	1482	1875
Mei1	1041	1014	765	820
4930407I10Rik	8652	7853	6001	7740
Snu13	7486	7090	3496	4032
Desi1	32140	31640	18602	21152
Xrcc6	1283	1063	827	964
1700029P11Rik	9298	10143	5209	6155
Gm5805	141	109	28	30
Cyp2d67-ps	0	0	0	2
Pmm1	295	264	157	165
Csdc2	88	100	31	33
Polr3h	528	480	275	326
Aco2	14000	13657	7630	8914
Phf5a	1367	1186	720	813
Tob2	911	772	544	575
Gm8444	2	3	4	3
Tef	2719	2546	1428	1493
Gm17597	25	14	24	28
Zc3h7b	1313	1237	477	541
Rangap1	26913	25022	13130	15177
Chadl	488	496	234	229
Gm18284	3	7	1	2
L3mbtl2	1596	1533	825	960
Gm22067	13	9	21	17
Ep300	3175	2929	3771	4438
Gm5218	4	2	2	2
Rbx1	1414	1516	647	892
Gm17025	5	2	2	3
Dnajb7	2665	2341	2066	2548
Xpnpep3	1785	1691	1165	1374
St13	12158	11283	7618	8469
Slc25a17	250	234	129	163
Gm52179	0	0	0	0
8430426J06Rik	351	272	355	440
Mchr1	4	2	2	9
Gm31608	423	420	201	260
4930483J18Rik	2768	2401	1590	1913
Gm25131	0	0	1	0
Mrtfa	10423	9727	6183	7042
Sgsm3	17237	17924	8468	10014
Gm6612	0	1	1	4
Adsl	1698	1602	863	889
Mir5113	0	0	0	0
Tnrc6b	2624	2572	2225	2654
A430088P11Rik	47	21	38	39
Gm19141	0	0	0	0
Gm23220	1	0	4	2
Gm31369	0	1	1	2
Gm41363	3	0	0	1
Gm31319	1	1	1	0
Cacna1i	581	608	491	495
Rps19bp1	199	232	125	118
Atf4	645	688	392	485
Mief1	12842	12375	6014	7012
Gm8375	177	174	100	125
Gm46521	399	346	173	188
Mgat3	59	61	20	28
Tab1	201	183	112	125
Gm31253	1	2	0	2
Syngr1	155	166	160	163
Gm31134	0	0	0	0
Gm24204	0	0	0	0
Snord43	13	7	1	2
LOC115488570	0	0	0	0
Snord83b	2	1	0	0
Rpl3	9405	8309	4506	5571
Gm41362	0	0	0	0
Gm41361	18	11	17	24
Mir7213	0	0	0	0
Pdgfb	1291	1231	869	948
Gm52191	416	371	387	539
D730005E14Rik	4	1	2	4
Cbx6	193	228	65	64
Nptxr	0	1	0	0
Npcd	0	0	0	0
Gm30977	279	253	211	223
Dnal4	24327	22013	8691	9482
Gm16576	47	38	22	24
Sun2	1794	1738	787	922
Gtpbp1	2793	2688	2643	3162
Josd1	7609	7550	4196	5174
Tomm22	28621	26861	12833	15726
Gm30877	675	612	269	304
Cby1	4087	3909	1559	1647
Fam227a	4420	4128	2748	3434
Dmc1	141	88	73	85
Ddx17	13808	12269	10210	12012
Kdelr3	36	20	12	21
Kcnj4	12	24	10	14
Gm41359	166	179	188	235
Gm16059	3	2	2	3
Csnk1e	119	86	30	62
Gm52190	0	0	1	0
Mir1943	0	0	0	0
Tmem184b	153	134	108	96
Maff	146	97	50	45
Gm20420	59	45	61	69
Gm41358	685	655	284	289
Pla2g6	62322	66543	34921	40442
Baiap2l2	53	63	40	65
LOC115488490	3	11	18	15
Slc16a8	31	16	27	37
Pick1	8001	7910	5862	6666
Gm30527	54	55	60	62
Gm52189	65	67	67	94
Gm10863	10	5	2	9
Sox10	230	258	151	153
Polr2f	1174	1175	607	670
1700088E04Rik	6359	6289	3864	4571
Micall1	6084	5663	4164	4784
Eif3l	11871	11277	6686	8153
Ankrd54	32443	32540	14466	16151
Gm3924	26	29	45	73
Galr3	0	1	3	0
Gcat	59	51	25	27
H1f0	177	172	101	79
Gm17753	108	96	63	84
Mir6956	0	0	0	0
Gm10865	27	20	14	14
Triobp	2411	2263	1307	1520
Nol12	1419	1465	984	1102
Lgals1	1292	1181	615	815
Gm30368	2736	2677	1694	1947
Pdxp	144	108	50	46
Sh3bp1	35	46	32	25
Mir6955	0	0	1	2
Gga1	15435	14707	7563	8476
Gm26634	19	14	13	26
Lgals2	13	20	11	12
Cdc42ep1	62	44	13	8
Gm7318	1	0	0	0
Card10	732	689	407	479
Mfng	10	8	3	4
Gm52188	50	49	116	137
1700041B01Rik	1771	1813	1882	2260
Elfn2	1661	1480	784	897
Gm52187	3	3	2	1
Gm52186	13	11	12	15
Cyth4	53	38	17	25
Gm36738	11	0	1	1
Rac2	103	112	53	57
Gm6723	55	44	30	37
Sstr3	46	43	23	37
C1qtnf6	72	81	18	20
Il2rb	14	14	8	16
Tmprss6	12	19	4	2
Kctd17	77	71	27	24
Gm41355	0	0	0	0
Gm36644	0	0	0	1
Gm52185	3	0	0	0
Mpst	46	41	23	26
Tst	199	190	41	55
Tex33	24194	22468	13764	17094
Mir7676-2	0	0	0	0
Csf2rb	33	45	13	17
Mir7676-1	0	0	0	0
Csf2rb2	33	42	28	22
Ncf4	15	28	17	17
Pvalb	2	2	1	1
Ift27	2123	2050	1204	1317
A730060N03Rik	14	20	38	21
Gm46520	35	44	22	24
Cacng2	2	3	5	1
Eif3d	21209	19938	8834	10468
Foxred2	18	15	16	19
Txn2	6958	6797	3737	4003
Gm22107	4	0	1	0
Myh9	320	302	156	181
Apol8	51	47	32	35
Apol9b	1	1	0	0
Gm36329	0	0	0	0
Gm18911	0	0	0	0
Gm8233	0	0	0	0
Apol7e	1	2	1	2
Apol10c-ps	0	0	0	0
Apol11b	0	0	0	0
Gm8221	1	3	0	0
Gm36245	0	0	0	1
Apol10b	1	1	1	1
1700025B11Rik	588	567	527	717
Apol7c	640	617	423	519
Apol11a	16	11	24	35
Apol10a	34	40	46	51
Gm8208	0	0	0	0
Gm6506	0	0	1	0
Apol7b	659	525	496	592
Gm36194	6	7	2	3
Apol9a	0	1	0	1
Apol7a	0	0	1	0
Gm41353	8	9	19	28
Gm3787	469	398	227	320
Gm41352	3	7	5	3
Gm24056	7	6	10	12
1700109K24Rik	301	236	154	229
Rbfox2	719	745	582	704
Gm24753	2	1	0	3
Apol6	9	5	0	4
Mb	18	11	4	4
Gm52199	0	4	5	0
Gm35933	262	280	237	280
1110038F14Rik	167	121	50	57
Gm46534	22	18	9	14
Gm18283	10	7	7	6
Zfp647	8	6	6	4
Rpl8	31232	28950	12489	13442
Commd5	2528	2399	933	1008
Gm52198	36	28	13	18
Zfp7	86	74	61	64
Zfp251	771	678	339	391
Gm17271	3	2	2	1
Arhgap39	8566	8487	4182	4685
C030006K11Rik	83	68	30	31
Lrrc24	1241	1216	572	665
Lrrc14	1853	2010	882	1042
Recql4	1119	1179	723	746
Mfsd3	450	416	257	225
Gpt	214	259	249	278
Ppp1r16a	26511	26615	11426	12993
Foxh1	1559	1391	1103	1131
Kifc2	129	97	79	74
Cyhr1	44741	41587	18779	21329
Tonsl	696	683	464	531
Vps28	6691	6529	3324	4061
Slc39a4	149	131	41	46
Cpsf1	14316	13595	6651	7967
Adck5	1312	1329	486	554
Gm35739	0	0	0	2
Slc52a2	2903	2933	1286	1312
Fbxl6	111	90	52	51
Tmem249	6630	6827	5178	5443
Gm46533	291	284	239	278
Scrt1	2493	2720	1869	1905
Dgat1	10747	10533	4158	4468
Hsf1	4254	4157	2955	3495
Scx	29	20	21	14
Bop1	4899	5007	3216	3729
Mir6954	1	0	0	3
Mroh1	29670	30393	14707	16737
Tssk5	6442	6581	4783	5267
Hgh1	6532	6439	3156	3133
Gm35339	17530	17926	13249	15541
Maf1	8006	7580	3031	2956
Sharpin	6225	6355	2793	2854
Cyc1	1026	976	445	552
Rps6-ps1	1	1	1	1
Gpaa1	1003	1032	530	612
Exosc4	2811	2673	1090	1271
Oplah	20325	20341	8509	9727
Smpd5	27192	25320	10134	11185
Mir3079	1	2	3	5
Mirt2	326	237	65	62
Spatc1	10058	9200	4220	4861
Mir6953	0	0	0	0
Grina	28168	29436	16677	18699
Parp10	3644	3478	1574	1780
Mir1942	3	1	0	1
Plec	191355	190456	123654	139307
Gm19945	1	0	0	0
Gm35087	0	0	0	0
BC024139	30	25	11	13
Gm52196	58	60	40	58
Eppk1	46	39	33	31
Gm41349	493	517	457	520
Nrbp2	136	175	108	130
Gm48952	21	22	63	76
Puf60	24863	23122	10037	11608
Mir6952	0	0	0	0
Scrib	73746	75055	35118	39266
Iqank1	3165	2801	2473	2737
Fam83h	503	500	508	556
Mapk15	3377	3283	1787	1942
Ccdc166	3330	3324	1948	2194
Zfp707	208	230	114	137
Eif2s3x-ps1	187	143	207	277
Zfp623	107	95	42	51
Gfus	16137	15802	5927	6245
Pycrl	34	20	6	6
Tigd5	1962	1968	1952	1990
Eef1d	76099	67977	34039	37605
Naprt	38	38	23	19
Mroh6	71	33	32	38
Gsdmd	319	350	149	193
Gm9568	0	0	0	0
Gm46523	7	13	11	10
Gm34851	19	14	10	17
Gm23747	0	0	0	0
Zc3h3	5549	5763	4128	4835
Mafa	9	15	4	3
Rhpn1	8405	8113	3569	3994
Top1mt	303	268	162	184
2810039B14Rik	147	149	137	154
Gm38506	157	130	149	180
Gm46519	2	1	2	0
Zfp41	8358	8115	4343	4747
Gpihbp1	3	5	0	2
Ly6h	0	1	2	1
Gm34646	0	0	0	0
Gm34593	0	0	0	0
Gm34531	0	0	0	0
Ly6l	0	1	0	1
9030619P08Rik	0	0	1	0
Gm28114	30	25	18	28
Gm3454	0	0	0	0
Gm52218	0	0	0	0
Ly6f	0	0	0	0
Gm10238	0	0	0	0
Ly6g2	0	1	3	6
Gm28117	0	0	1	0
Ly6g	1	3	0	0
Ly6a2	18	15	3	5
Ly6c2	4	2	1	1
Gm52219	35	36	48	67
Gm5960	2	9	12	17
Ly6c1	19	36	7	6
Ly6a	17	25	1	3
Gm41348	10	8	2	5
Gm8000	0	4	3	3
Ly6i	2	4	3	6
Gm28068	19	8	45	75
Ly6e	105	127	49	69
Gm39556	162	130	183	198
Gm6610	3	0	3	3
Ly6m	2133	2192	2135	2505
Gm41347	83	77	132	164
Cyp11b2	6	5	18	12
Cyp11b1	14	8	18	16
Gml2	908	848	1089	1280
Gml	1023	996	1164	1484
Ly6k	4072	3559	1892	2163
Gm33174	18	23	12	12
Ly6g6g	174	163	104	91
Ly6d	3	0	0	1
Lynx1	50	47	19	21
Slurp2	0	1	0	0
Gm33124	9	9	12	14
Lypd2	0	2	1	1
Slurp1	3	1	1	2
Them6	6172	5913	2996	3191
Psca	155	184	225	241
4933427E11Rik	4451	4098	1925	2235
Jrk	7666	7220	3207	3794
Gm32994	357	341	569	652
Arc	78004	77558	40855	45102
Mroh4	112985	109519	60053	70905
Adgrb1	524	578	288	299
Gm32168	2	2	2	1
Gm32839	49	44	35	38
Gm41345	82	57	40	58
Gm19859	51	63	44	59
Gm32918	5	2	2	0
Gm15387	1	6	1	1
Gm7935	28	45	21	35
Gm32405	25	32	18	19
Gm32355	3	0	3	0
Gm52173	6	3	2	4
Gm6569	2129	1857	866	946
Ndufb4c	21	25	29	40
Mroh5	2631	2439	2257	2745
Gm22106	146	160	82	94
Ptp4a3	2666	2718	1173	1336
Gpr20	53	56	29	37
Slc45a4	7297	7163	4128	4497
Dennd3	2676	2569	1981	2276
Gm19811	0	0	0	0
Gm10362	2	0	0	0
Gm7908	56	40	16	24
Gm24787	0	0	0	0
Gm41344	3	0	1	3
Mir151	1	2	10	16
Ptk2	6894	5830	4173	4994
Gm31725	31	32	40	55
Ago2	682	716	800	903
Chrac1	9144	8545	7223	8689
Gm31665	0	1	0	0
Gm3150	0	0	0	2
Gm41343	78	101	80	119
Peg13	4240	3764	2174	2528
Gm28020	0	0	0	0
Trappc9	21101	21371	10710	12505
Kcnk9	11	13	2	8
Gm24390	0	0	0	0
Gm52221	0	0	0	0
Gm23217	1	0	1	0
Col22a1	14909	12159	10027	10888
Gm2999	5	1	0	1
LOC115486001	0	0	0	0
Fam135b	9864	9225	8546	10851
Gm5217	1	2	1	2
Gm19199	0	0	0	0
Gm18155	1	5	7	0
Gm18282	0	0	1	1
Gm5216	2	0	1	2
Gm19782	0	1	1	2
Gm23987	0	0	0	0
Gm24232	0	0	0	0
n-TMcat3	0	0	0	0
4930504C09Rik	20	8	24	36
4930573C08Rik	677	631	708	746
Gm31550	10	24	14	24
Khdrbs3	3683	2933	1946	2414
Gm41341	0	1	1	0
Gm7125	1	1	1	2
Gm18930	0	0	1	0
Gm49415	2	0	2	3
Gm7859	3	2	0	0
Gm25987	2	0	0	1
Mir30d	0	0	0	3
Mir30b	5	4	13	10
Gm10240	0	0	0	0
Zfat	684	631	425	449
1700012I11Rik	124	92	85	101
Gm31400	0	0	0	0
St3gal1	57	48	13	19
Gm31342	0	0	1	0
Gm31286	1	0	0	1
Gm2895	1	0	3	0
Ndrg1	157	156	61	49
Ccn4	47	63	24	21
Gm46514	2	0	1	3
Sla	17	23	13	8
Tg	792	786	622	786
Phf20l1	436	411	707	808
Tmem71	8	4	2	4
Gm31006	129	90	113	118
Lrrc6	2155	1888	2695	3521
Gm19077	0	1	10	16
Gm41340	6	2	2	2
Gm30929	25	23	70	90
Gm27242	69	45	59	67
Kcnq3	666	629	568	665
Gm2991	30	41	18	33
Hhla1	24	16	63	95
Oc90	24	29	60	75
Gm41338	494	438	535	619
Efr3a	12599	11596	11302	13060
Gm41339	75	56	41	34
Gm23907	0	0	0	0
Gm7814	0	0	0	0
Gm5046	0	0	0	0
Gm30752	0	0	1	2
Adcy8	2	2	4	0
Gm30691	11	21	19	10
Gm30632	7	7	9	14
Gm46509	7	2	4	6
Gm30563	2	2	1	0
1700010G06Rik	167	122	174	231
Gm20717	34	38	38	36
Asap1	14970	13577	15095	17810
Gm25628	0	0	0	0
Cyrib	1042	928	841	1031
Gsdmcl-ps	5743	5712	2882	3585
Gsdmc4	250	284	241	318
Gsdmcl2	595	610	262	305
Gsdmc3	41	38	24	32
Gsdmcl1	620	651	266	326
Gsdmc2	229	205	137	166
1700065I16Rik	5525	5190	2153	2229
Gsdmc	16	13	14	18
Gm46499	0	0	0	0
Gm41336	56	34	42	63
4930449C09Rik	11573	10495	9253	11734
Gm5473	0	0	0	1
Gm4942	3354	2980	2733	3360
Gm25702	0	3	4	2
Gm20740	56	45	64	68
Gm41335	136	97	49	61
Gm30159	63	39	84	91
Gm41334	127	98	74	79
Tsg101-ps	3	1	1	12
Gm30113	16	16	24	24
Gm22521	0	0	0	0
Gm41333	11	12	7	9
Macroh2a3	371	337	231	316
Pvt1	372	359	280	284
Myc	8	8	0	3
Gm18788	0	0	0	0
Gm18154	0	0	0	0
D030024E09Rik	16	7	14	12
Gm24696	0	0	0	0
Gm29904	423	322	235	234
Gm38563	0	0	1	1
4930402D18Rik	41	37	44	79
A1bg	11	15	7	5
9930014A18Rik	35	44	23	35
Lratd2	85	62	37	32
Gm7086	1	0	1	6
Gm23835	0	0	0	0
Gm6392	5	1	0	0
Gm17892	125	81	129	119
Gm4774	38	27	40	51
Gm46507	0	0	0	0
Gm41331	0	0	0	0
Gm25875	1	0	0	0
4933412E24Rik	655	659	355	452
Gm7713	0	1	0	1
Gm7708	1	2	0	2
Gm36819	3	3	3	5
Gm19510	0	0	1	0
Gm20150	1	1	0	0
Trib1	160	144	55	82
Gm36677	457	365	319	423
Nsmce2	629	584	412	522
Washc5	78	52	37	51
Sqle	17879	16597	10400	12101
Zfp572	272	225	145	213
Gm36617	370	272	180	226
Gm7691	0	0	0	0
Rpl7-ps8	1	1	2	6
Gm41330	6	3	4	3
Mtss1	130	155	95	146
Ndufb9	3099	2371	1014	982
Gm36559	22	16	19	31
Tatdn1	1000	672	421	450
Rnf139	40306	35857	29429	35244
Gm36509	1	0	1	5
Trmt12	856	763	439	422
Gm24041	0	1	1	2
Tmem65	132	106	63	76
Gm41329	126	107	82	76
Gm36451	132	101	134	146
Fer1l6	375	362	316	425
n-TMcat16	0	0	0	0
LOC115488500	187	161	81	71
Tbc1d31	4271	3714	4522	5672
Derl1	6422	6056	2593	3008
Zhx2	80	78	43	46
Gm35771	15	7	5	9
Gm35682	34	34	27	29
Gm41328	5	3	7	7
Gm35627	8	6	7	6
Gm18094	1	1	0	2
Slc22a22	103	61	97	128
Gm26178	0	0	0	0
LOC115488549	0	0	0	0
Gm5673	0	0	0	0
Gm38516	0	0	0	0
Gm41327	0	0	0	0
Has2os	0	0	1	0
Has2	0	0	0	1
Gm41326	57	48	22	10
Hba-ps3	0	0	2	1
Gm7595	0	0	0	0
Gm46516	0	0	0	0
Sntb1	4	4	1	3
Mtbp	4331	3621	2729	3260
Mrpl13	1531	1524	1040	1419
Gm18787	0	0	0	0
Gm52209	53	46	43	50
Col14a1	3395	2960	2106	2433
Gm35312	0	0	0	0
Gm26296	0	0	0	0
Deptor	52	32	35	29
Gm9920	6	2	0	5
Gm41325	204	158	134	160
Dscc1	1241	1114	576	655
Taf2	1256	1121	1058	1282
Gm2491	668	654	498	647
Gm26684	0	0	0	0
Enpp2	118	74	61	79
LOC115488560	0	0	0	0
Gm7577	0	0	0	0
Ccn3	34	36	21	27
Mal2	5	4	1	0
Gm18152	0	0	0	0
Colec10	13	15	35	33
Gm5215	0	0	0	0
Gm7566	0	0	0	0
Tnfrsf11b	6	7	5	7
Mir28c	0	0	0	0
Gm23200	0	2	0	0
Samd12	10	1	2	1
Gm27926	0	0	0	0
Ext1	1416	1249	803	928
Gm34794	395	255	192	257
Gm41323	1	0	1	1
Med30	308	290	203	211
Gm23267	0	0	0	0
Gm23545	0	0	0	0
Rpl15-ps6	19	19	4	1
Gm41322	59	61	21	18
Gm41321	5	6	4	2
Slc30a8	0	0	1	2
Gm7543	5	1	1	2
Gm2387	0	0	5	10
Aard	1161	1126	255	287
Gm19236	0	0	1	0
Gm52217	10	8	6	17
Rad21	2057	1661	1394	1789
Gm48923	116	94	41	42
Gm34678	2290	2040	1320	1646
Utp23	425	404	232	262
Eif3h	13305	13006	6621	9115
Gm41320	0	0	0	0
Gm34562	0	0	0	0
Gm34503	0	0	0	0
Gm2361	0	0	0	0
Gm19303	0	0	0	0
Gm34446	0	0	1	0
Mir1907	0	0	0	0
Trps1	44	29	19	31
Gm49186	0	0	0	0
Gm23848	0	0	0	1
Gm41318	149	126	47	64
Gm2333	0	0	0	0
Gm23185	0	0	0	0
Gm7517	42	28	17	25
Gm34336	0	0	0	0
Gm25007	0	0	0	0
Gm18742	0	0	0	0
Gm23530	0	0	0	0
Gm16300	2	0	3	5
Csmd3	538	504	651	810
Gm2267	777	627	631	836
Gm7508	1	4	3	6
Gm23665	0	0	0	0
Gm38541	0	0	0	0
4930548G14Rik	201	158	152	202
4930523O13Rik	1010	912	681	752
1700022A22Rik	211	215	246	316
Gm41317	73	81	67	102
Gm26063	0	0	0	0
Gm5472	158	113	179	188
Gm2203	4	5	0	2
LOC115488575	0	0	1	2
Kcnv1	9	10	22	26
Gm5471	0	0	0	1
Gm18153	0	0	0	0
Gm23343	0	0	0	0
A930017M01Rik	9	7	7	15
Gm33852	1	0	0	0
2310069G16Rik	22	14	25	30
Sybu	4	12	7	3
Ebag9	840	802	420	477
Pkhd1l1	412	356	838	1132
LOC115488583	0	1	4	0
Eny2	127	101	65	96
Nudcd1	2741	2355	2276	2669
Gm25093	0	0	0	0
Gm24903	0	0	0	0
Gm19235	0	0	0	0
Gm7459	1	1	0	1
Gm33793	3	1	1	2
Trhr	1	0	0	1
Tmem74	0	1	0	0
Gm2140	0	0	0	0
Gm41316	0	0	0	1
Emc2	629	501	556	658
Gm10373	2	4	2	4
Gm33743	11	0	1	0
Eif3e	6948	5842	4316	5279
Gm9658	0	0	0	0
Rspo2	2	2	1	0
Gm41315	56	73	79	91
Gm46505	24	14	7	11
Gm41314	0	0	0	0
Gm41313	0	1	1	1
Angpt1	3	5	3	4
Gm18092	0	0	0	0
Gm52226	0	0	0	0
Gm18531	0	0	0	0
Gm5470	17	5	6	8
Gm24751	0	0	0	1
Gm5469	0	0	0	0
Abra	12	6	1	1
Oxr1	10205	8608	7093	8378
Gm41312	0	0	0	0
Gm33557	1	0	2	0
4930555K19Rik	3409	3204	1758	1953
Gm46502	366	284	223	243
Gm33353	59	56	65	87
Gm6045	0	2	2	1
Gm18285	5	8	6	5
Zfpm2	647	549	662	813
Gm7382	289	250	83	86
Gm33431	18	8	3	1
Gm16294	1	1	0	0
Gm41311	42	40	47	54
Gm33301	373	279	157	183
9330182O14Rik	39	36	45	43
Gm33251	0	0	2	2
AU022793	9	4	11	9
Lrp12	2340	2251	1194	1443
Gm16291	0	0	1	0
Dpys	105	110	89	111
Dcstamp	0	0	0	1
Gm46510	0	0	0	0
Rims2	3081	2612	1676	2044
Gm9522	1	0	1	0
Siah1-ps2	1	0	1	0
Gm29697	3	2	2	5
Gm41309	1	4	0	2
Mir6951	2	0	4	3
Azin1	5699	4706	3314	3721
Gm41308	2	2	3	0
G930009F23Rik	14	28	58	66
Gm41307	0	0	2	1
Gm41306	1	0	0	0
Gm35248	44	53	47	42
Klf10	269	234	173	168
Gm8705	1	0	2	5
Gm5213	2	1	12	10
Odf1	159782	159365	70112	79061
Gm35167	12	4	4	8
Gm35081	0	0	2	0
Gm22353	0	0	0	0
Ubr5	74061	66644	73983	91260
Gm49085	5	4	5	7
Gm3362	4	1	2	3
Rrm2b	70	50	25	40
Gm35019	0	2	4	3
Rps19-ps5	0	1	2	0
Gm15942	0	0	0	0
Gm41304	0	0	0	0
Gm24833	0	0	0	0
Gm41305	0	0	0	0
4930447A16Rik	127	95	34	53
Gm15941	1	1	1	0
Gm8668	0	0	1	0
Ncald	15	10	5	7
Grhl2	434	439	267	331
Gm16136	1	0	0	0
Gm41303	0	0	0	0
Gm8664	0	0	0	0
Gm9509	0	3	1	1
Gm34820	13	18	11	9
Gm41301	7	6	7	10
Gm41302	6	3	6	3
Gm34724	0	0	1	0
LOC115488529	133	124	62	63
Zfp706	1683	1532	976	1108
Gm34590	51	40	37	30
Gm41300	103	138	121	132
Gm34529	2	0	0	0
Gm10384	2	4	3	5
Gm41299	0	0	0	0
Gm34472	158	144	134	179
Gm41298	61	67	45	51
Ywhaz	7131	6684	5249	6167
A830021M18Rik	171	175	115	168
Gm41297	5	8	21	17
Gm41296	119	79	62	73
Gm46515	0	2	0	0
Gm6704	3	2	5	1
Pabpc1	169862	148065	135359	169182
Snx31	23	15	10	19
Ankrd46	155	146	121	136
Gm34316	1	1	1	4
Gm34150	3	4	10	16
Gm33936	491	436	271	301
Gm33826	10	8	22	14
Gm38600	2	0	2	1
Gm41294	49	43	41	50
Rpl7a-ps3	0	0	0	1
Gm9501	0	0	0	0
Mir8097	0	0	0	0
Rnf19a	36290	31603	30214	36304
Gm41293	352	253	191	136
Gm23754	0	0	1	3
Spag1	5567	4553	4555	5599
Polr2k	223	168	85	97
Gm22979	3	2	0	1
Fbxo43	461	409	425	545
Gm18889	51	52	105	118
Rgs22	13648	10922	13514	16578
Cox6c	7398	5590	2230	2410
Gm41292	21	14	11	15
Gm18994	6	9	61	54
Mir875	0	0	0	0
Mir599	2	0	0	0
Gm24771	2	2	17	22
Gm52228	3	0	7	5
Vps13b	10178	9083	11775	14853
LOC115488525	354	304	273	314
Gm33584	64	42	23	31
BC048602	7	9	8	7
Osr2	71	88	17	26
Gm52178	1	2	0	0
Gm33497	76	84	86	77
Gm52204	32	18	14	17
Stk3	467	336	232	258
Kcns2	86	63	57	57
Gm32970	155	129	341	403
4930413F20Rik	300	238	149	165
Nipal2	32	29	8	11
Gm22208	0	1	0	0
Pop1	55	39	22	35
Rida	12	5	2	5
Erich5	37	27	63	71
LOC115488553	14	8	9	6
Rpl30	8986	7756	4427	5155
9430069I07Rik	7	1	5	4
Matn2	80	56	56	59
Gm18949	0	1	0	0
Laptm4b	4322	4158	2218	2564
Gm38594	30	20	31	53
Mtdh	19692	16845	9883	10332
Gm41291	422	360	220	178
Gm41290	344	315	298	379
Gm9643	0	1	0	0
Tspyl5	1924	1638	1238	1509
4930592A05Rik	68	61	81	82
1700084J12Rik	127	96	81	78
Cpq	1115	1053	633	816
Gm32764	363	339	311	356
Sdc2	468	438	262	318
Gm32618	5	8	2	8
Gm41289	214	210	151	204
Sema5a	1005	864	898	1059
Snord123	0	0	0	0
Snhg18	6	11	4	7
Tas2r119	0	1	1	2
Gm32499	81	47	88	115
Gm18003	175	136	261	369
Gm46522	0	0	0	0
Gm32383	2	0	4	3
Atpsckmt	152	106	178	214
Cct5	23517	20871	14153	17116
Cmbl	18	26	9	8
Gm41287	11	12	15	15
Marchf6	16822	15324	6414	7234
Gm49208	383	335	278	330
Gm6361	31	37	41	57
Ropn1l	66644	59408	37267	40788
Gm41286	1	4	8	9
Ankrd33b	178	182	116	128
Fam136b-ps	0	0	0	0
Gm41285	284	248	303	345
Dap	2879	3115	2256	2753
Gm26416	0	0	0	0
Gm32070	28	20	11	13
Gm32011	0	0	1	0
4930430F21Rik	19	32	20	21
9630009A06Rik	4	2	1	7
Gm52177	0	4	0	1
Gm41283	224	213	735	864
Gm31841	67	61	64	92
Gm24487	1	1	2	1
Gm41284	389	323	1206	1359
Gm31953	3	0	2	4
Ctnnd2	1304	1081	932	1037
Gm26163	1	0	1	0
Gm5212	0	0	1	2
Gm23327	1	0	0	0
Gm24554	0	0	2	4
Gm23033	0	0	0	0
Mir3964	3	6	16	11
Gm41281	28	13	10	21
Gm31687	17	13	11	15
Gm8484	0	0	0	0
Dnah5	743	674	1003	1313
Gm8472	0	0	0	0
Gm31458	217	188	120	138
Gm19883	0	0	0	1
Gm29975	27	17	45	52
Trio	1376	1281	851	1031
Otulinl	49	48	16	20
Gm46506	0	0	0	0
Otulin	771	725	447	515
Mir7117	0	0	0	0
Gm29901	266	212	147	129
Ank	117	120	35	58
Gm36899	0	1	1	0
Gm19111	0	0	0	0
Gm23903	1	0	0	0
Gm6576	0	3	1	1
Gm18093	0	0	0	0
Gm18684	0	0	0	0
Gm6330	3	5	0	1
Gm52205	0	0	0	0
Gm52206	3	1	6	2
Fbxl7	39	30	18	11
Gm36790	11	11	2	5
Marchf11	67592	60404	31985	34323
Gm52201	21	24	28	23
LOC115488552	21	22	18	27
Gm41279	899	842	531	631
Zfp622	566	464	261	272
Mir7212	0	0	1	5
Retreg1	5504	5088	2930	3232
Gm4824	20	20	11	33
Gm2862	0	0	0	1
Myo10	1598	1566	973	1203
Gm48957	1	1	2	2
Basp1	138	116	48	37
Gm36555	45	43	39	53
4930445E18Rik	179	165	440	492
Gm35996	64	57	43	67
Gm2824	12	13	45	42
Gm22810	0	0	0	0
Gm35827	39	35	27	37
Gm2803	1451	1376	1223	1482
Gm52224	0	0	0	0
Gm36147	3	1	1	2
Gm8408	0	1	1	2
Gm18582	0	0	0	0
Gm23980	0	0	0	0
Gm6533	2	1	0	2
Gm24656	0	0	0	0
Gm19840	0	0	0	0
Hnrnpa1l2-ps2	1	1	0	2
Cdh18	112	108	113	113
Gm41278	67	61	173	181
Gm25101	0	0	0	0
Gm19371	1	0	0	0
Gm25711	1	0	0	0
Acot10	3917	3002	1672	2198
Cdh12	56	45	75	83
Gm19207	0	0	0	0
Gm25976	0	0	0	0
Polr2d-ps1	2	0	4	9
Gm18741	0	0	1	6
Gm35969	0	0	0	0
Gm8341	978	851	399	488
Gm18533	31	29	74	117
Gm35496	637	586	444	544
Gm8328	0	0	0	0
Cdh10	2	3	1	2
C030047K22Rik	0	0	0	1
Gm8318	3	1	2	4
4921515E04Rik	894	820	582	731
Gm41277	23	9	7	10
Gm24713	0	0	0	0
Gm18532	0	0	2	0
